name,country,city,employees,bucket,source,specialty,build_signal,source_url,oncology_tags,tier,score,score_breakdown,exclusion_reason,growth_12m_pct,growth_3m_pct,follower_growth_12m_pct,last_funding_round,last_funding_date,total_investment_usd,role_eng_pct,role_ops_pct,role_research_pct,role_qa_pct,rev_lower_usd,rev_higher_usd,founded_year,acquisition_status,ipo_date,follower_count,linkedin_id_resolved
Bedrocan / Peter Cremer DE repack,DEU,Hamburg,~250,medical_cannabis,research,GMP repackaging of cannabis flower for EU market,,https://www.petercremer.com,,Tier 2,5,industry=2/3 capability=1/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
Blutspende Zürich (ZHBSD),CHE,Zürich (Schlieren),~250,plasma_fractionation,research,Collection / processing,,https://www.blutspendezurich.ch/,,Tier 2,5,industry=3/3 capability=0/2 size=2/2 trigger=0/2,,8.620689655172415,5.0,89.92248062015504,,,,,,,,20000000,50000000,1949,,,735,802939
Fraunhofer IOF,DEU,Jena,246,vaccines,crustdata,Research Services / The Fraunhofer Institute for Applied Optics and Precision Engineering IOF in Jen,2.928870292887029% growth,https://www.iof.fraunhofer.de,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,2.928870292887029,0.0,25.846650051312125,,,,,,,,20000000,50000000,1992,,,8584,955965
MVTec Software,DEU,Munich,242,vaccines,crustdata,Automation Machinery Manufacturing / MVTec Software GmbH is a leading international manufacturer of software for mach,8.035714285714286% growth,http://www.mvtec.com,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,8.035714285714286,0.8333333333333334,23.679873898402235,,,0,,,,,50000000,100000000,1996,,,17262,468184
STEMMER IMAGING,DEU,Munich,234,vaccines,crustdata,Automation Machinery Manufacturing / STEMMER IMAGING is the leading international value-added distributor for machine,2.1834061135371177% growth,https://www.stemmer-imaging.com,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,2.1834061135371177,-0.847457627118644,110.83591331269349,private_equity,2024-07-24,0,,,,,50000000,100000000,1987,acquired,,19749,229302
Weidemann GmbH,DEU,Korbach,232,vaccines,crustdata,Machinery Manufacturing / The internationally distinguished label Weidemann stands for 60 years of experie,1.7543859649122806% growth,http://www.weidemann.de,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,1.7543859649122806,2.2026431718061676,21.442542787286065,,,0,,,,,500000000,1000000000,1960,acquired,,4967,3193925
Vecoplan AG,DEU,Bad Marienberg,229,vaccines,crustdata,"Machinery Manufacturing / Waste avoidance, conservation of resources and efficient use of recyclable mater",0.0% growth,http://www.vecoplan.com,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,0.0,0.43859649122807015,20.08353005266025,,,0,,,,,500000000,1000000000,1969,,,6613,1345153
Fraunhofer ITEM,DEU,Hannover,227,academic_gmp,crustdata+research,Research Services / Protecting man from health hazards in our industrialized world and contributing ,-8.835341365461847% growth,http://www.item.fraunhofer.de/en.html,oncology_general,Tier 2,5,industry=1/3 capability=1/2 size=2/2 trigger=1/2,,-8.835341365461847,-1.3043478260869565,19.348617955860295,,,,,,,,20000000,50000000,1981,,,5570,1909434
Planted,CHE,Winterthur,225,veterinary_pharma,crustdata,Food and Beverage Manufacturing / Planted combines proprietary structuring and fermentation technologies to produc,-3.8461538461538463% growth,https://www.eatplanted.com,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,-3.8461538461538463,-3.0172413793103448,12.830469598808902,series_unknown,2024-12-17,141907431,,,,,20000000,50000000,2019,,,56079,13042412
Baumüller Nürnberg GmbH,DEU,Nuremberg,224,vaccines,crustdata,"Automation Machinery Manufacturing / Based in Nuremberg, Baumüller is a leading manufacturer of electric drive and au",-0.4444444444444444% growth,https://www.baumueller.com/en/,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,-0.4444444444444444,-0.8849557522123894,21.64231036882394,,,0,,,,,500000000,1000000000,1930,,,6992,2157946
Gallus Group,CHE,St Gallen,221,vaccines,crustdata,"Machinery Manufacturing / Gallus, a subsidiary of Heidelberger Druckmaschinen AG (HEIDELBERG), with produc",7.804878048780488% growth,http://www.gallus-group.com,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,7.804878048780488,1.3761467889908259,15.521178216691403,,,0,,,,,50000000,100000000,1923,acquired,,20237,800760
Luwa Air Engineering,CHE,Uster,221,vaccines,crustdata,"Textile Manufacturing / THIS IS LUWALuwa, founded in Switzerland in 1935, is a global market leader in t",-3.91304347826087% growth,https://www.luwa.com/,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,-3.91304347826087,-0.8968609865470852,0.0,,,0,,,,,20000000,50000000,1935,acquired,,4860,2128350
AUCOTEC,DEU,Hannover,220,vaccines,crustdata,Software Development / AUCOTEC AG was founded in 1985. We develop engineering software for the complete,8.374384236453201% growth,https://www.aucotec.com,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,8.374384236453201,3.286384976525822,0.0,,,0,,,,,50000000,100000000,1985,,,6193,357114
Blum-Novotest GmbH,DEU,Grünkraut,216,vaccines,crustdata,"Industrial Automation / Established in 1968 and based in Ravensburg, Blum-Novotest GmbH is one of the gl",6.403940886699508% growth,http://www.blum-novotest.com,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,6.403940886699508,1.8867924528301887,0.0,,,0,,,,,500000000,1000000000,1968,,,5372,12497132
infoteam Software AG,DEU,Bubenreuth,216,vaccines,crustdata,Software Development / infoteam Software Group has been implementing unique software solutions for thei,7.462686567164178% growth,https://www.infoteam.de,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,7.462686567164178,0.0,65.97796143250689,,,0,,,,,50000000,100000000,1983,,,7230,998576
elobau,DEU,Leutkirch,213,vaccines,crustdata,"Industrial Automation / As an expanding, globally active, family-run foundation company with more than 9",-6.167400881057269% growth,http://www.elobau.com,,Excluded,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,industrial_false_positive,-6.167400881057269,-1.3888888888888888,0.0,,,0,,,,,500000000,1000000000,1972,,,4534,7125668
THK GmbH,DEU,Ratingen,211,vaccines,crustdata,Industrial Machinery Manufacturing / THK is the world’s No.1 market leader of linear motion guides. The highly acclai,3.431372549019608% growth,https://www.thk.com/?q=global/node/19374,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,3.431372549019608,0.9569377990430622,0.0,,,,,,,,10000000,20000000,1982,,,5633,8509361
aniMedica GmbH (Animalcare Group plc),DEU,Senden (Munster),~210,veterinary_pharma,research,"Livestock antibiotics, anti-inflammatories, water-medication products","Senden GMP plant retrofit 2024-2025 (EUR 15 m, Animalcare ann. report)",https://www.animedica.de,,Tier 2,5,industry=2/3 capability=1/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
WFL Millturn Technologies GmbH & Co. KG,AUT,Linz,208,vaccines,crustdata,Machinery Manufacturing / WFL Millturn Technologies GmbH&Co.KG is the leading supplier in the field of com,10.638297872340425% growth,http://www.wfl.at,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,10.638297872340425,3.482587064676617,20.126515550869794,,,0,,,,,50000000,100000000,1948,,,11394,3685920
TRON-Mainz,DEU,Mainz,205,academic_gmp,crustdata,Biotechnology Research / Our mission is to turn scientific breakthroughs into progress for patients.TRON ,5.670103092783505% growth,https://www.tron-mainz.de/,oncology_general,Tier 2,5,industry=1/3 capability=1/2 size=2/2 trigger=1/2,,5.670103092783505,0.9852216748768473,30.464091262639357,,,0,,,,,10000000,20000000,2010,,,10064,1284674
WellDev,CHE,Zurich,204,vaccines,crustdata,"Software Development / At WellDev, we offer agile software development solutions to accelerate your pro",12.087912087912088% growth,https://www.welldev.io/,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,12.087912087912088,-0.4878048780487805,28.858239796542197,,,0,,,,,20000000,50000000,2017,,,52694,18391083
HAVER & BOECKER NIAGARA,DEU,Münster,203,vaccines,crustdata,"Machinery Manufacturing / Haver & Boecker Niagara is a leading provider in screening, pelletizing and prim",1.5% growth,http://www.haverniagara.com,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,1.5,0.49504950495049505,0.0,,,0,,,,,20000000,50000000,,,,11780,37822169
Precitrame Machines SA,CHE,Tramelan,203,vaccines,crustdata,Machinery Manufacturing / Precitrame Machines SA has been developing state-of-the-art automated production,-0.49019607843137253% growth,https://precitrame.com,,Tier 2,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,-0.49019607843137253,0.9950248756218906,21.613832853025936,,,0,,,,,20000000,50000000,2001,,,4642,1983388
Fraunhofer IGB,DEU,Stuttgart,~200,academic_gmp,research,"GMP-grade biopharma process development, recombinant proteins",,https://www.igb.fraunhofer.de,,Tier 2,5,industry=1/3 capability=2/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
LIVISTO,DEU,Germany,196,veterinary_pharma,crustdata,"Pharmaceutical Manufacturing / As a global company, LIVISTO Group develops and commercializes a wide range of  ",1.0309278350515463% growth,http://www.livisto.com,,Tier 2,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,1.0309278350515463,0.5128205128205128,20.554785020804438,private_equity,2004-01-01,0,,,,,500000000,1000000000,1968,,,4346,11220919
Ultragenyx DACH,US HQ; DE,"Basel CH ops, DE comm",~180 EU,specialty_orphan,research,"Ultra-rare metabolic (Mepsevii MPS VII, Crysvita XLH, Dojolvi LCFAOD, Evkeeza)",DACH = commercial; group owns gene therapy mfg US,https://www.ultragenyx.com/,,Excluded,5,industry=2/3 capability=2/2 size=1/2 trigger=0/2,non_target_country,,,,,,,,,,,,,,,,,
KVP Pharma+Veterinär Produkte GmbH,DEU,Kiel,155,veterinary_pharma,crustdata,Pharmaceutical Manufacturing / Production and packaging of veterinary and human medicine.,1.9736842105263157% growth,http://www.kvp-kiel.de,,Tier 2,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,1.9736842105263157,0.6493506493506493,12.999273783587508,,,,,,,,500000000,1000000000,1974,,,1556,19053473
Bedrocan International (NL HQ — DACH supply via Medios),NL→DE SUPPLY,Veendam (NL) + Køge (DK) for DACH,~150,medical_cannabis,research,Cultivator (supplies DACH via Medios AG),New Køge DK facility GMP-cert 2024 (2 300 kg/yr); expansion pipeline,https://bedrocan.com/new-dutch-bedrocan-production-site-gmp-certified/,,Excluded,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,non_target_country,,,,,,,,,,,,,,,,,
Biolitec Pharma,DEU,Jena (R&D) / Vienna,~150,sterile_generics,research,Photodynamic injectables (Foscan / temoporfin),,https://www.biolitec.com,,Tier 2,5,industry=3/3 capability=1/2 size=1/2 trigger=0/2,,0.0,0.0,0.0,,,,,,,,0,0,2017,,,472,106484586
Heipha (Merck),DEU,Eppelheim,~150,vaccines,research,Microbial QC media for cleanroom monitoring in vaccine plants,,https://www.merckmillipore.com/,,Tier 2,5,industry=2/3 capability=2/2 size=1/2 trigger=0/2,,2.857142857142857,0.0,0.0,,,,,,,,500000000,1000000000,,,,257,13672795
Komtur,DEU,Freiburg,150,specialty_orphan,crustdata,"Pharmaceutical Manufacturing / At Komtur, we bridge the gap between pharmaceutical innovation and patient acces",-0.6622516556291391% growth,http://www.komtur.com,,Tier 2,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,-0.6622516556291391,0.0,26.710097719869708,,,0,,,,,10000000,20000000,1960,,,3501,1073781
"Pure Holding AG (Pure Production, DEOM, Puregene, Pure Pharma)",CHE,Zeiningen (AG),~150–250 (group),medical_cannabis,research,Vertically integrated: cultivator + extractor + API + ETH-Zürich breeding,EU-GMP-certified production; CBD isolates/extracts API for pharma; ongoing scale-up,https://pureholding.ch/our-company/ ; https://businessofcannabis.com/future-ready-why-pure-is-building-the-cannabis-company-traditional-industry-will-want-to-buy-into/,,Tier 2,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,0.0,0.0,0.0,,,,,,,,1000000,2500000,2019,,,226,88950964
Fraunhofer MEVIS,DEU,Bremen,146,"academic_gmp,vaccines",crustdata,Research Services / Fraunhofer Institute for Digital Medicine MEVISThe mission of Fraunhofer MEVIS i,-5.806451612903226% growth,https://www.mevis.fraunhofer.de/,,Tier 2,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,-5.806451612903226,0.0,22.737975109317187,,,,,,,,10000000,20000000,1995,,,3649,683009
Bichsel Laboratories AG,CHE,Interlaken,~140,sterile_generics,research,"Sterile irrigation solutions, BFS large-volume parenterals",,https://www.bichsel.ch,,Tier 2,5,industry=3/3 capability=1/2 size=1/2 trigger=0/2,,,,,,,,,,,,0,0,,,,,65252015
Symbiosis Pharmaceutical Services,CHE,Stirling (CH ops via Bern partners),~140,medical_cannabis,research,CDMO sterile fill-finish (cannabinoid injectables),,https://www.symbiosis-pharma.com,,Tier 2,5,industry=2/3 capability=2/2 size=1/2 trigger=0/2,,5.072463768115942,0.6944444444444444,20.61711079943899,grant,2019-12-17,1968504,,,,,20000000,50000000,2011,,,6020,2300035
TAD Pharma GmbH,DEU,Cuxhaven,139,veterinary_pharma,crustdata,Pharmaceutical Manufacturing / TAD Pharma mit Sitz in Cuxhaven ist ein Unternehmen der international agierenden,4.511278195488721% growth,http://www.tad.de,,Tier 2,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,4.511278195488721,2.2058823529411766,21.313299944351698,,,0,,,,,50000000,100000000,1968,,,2180,909746
Pharvaris,CHE,Zug,134,specialty_orphan,crustdata,Pharmaceutical Manufacturing / Pharvaris is a clinical-stage company focused on bringing oral bradykinin-B2-rec,8.94308943089431% growth,https://pharvaris.com,,Tier 2,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,8.94308943089431,1.5151515151515151,32.42386661154747,post_ipo_equity,2025-07-22,733487335,,,,,10000000,20000000,2015,,2021-02-04,9610,27161712
SAN Group,AUT,Herzogenburg,123,veterinary_pharma,crustdata,Biotechnology Research / SAN Group is a globally operating biotechnology company headquartered in Austria,6.956521739130435% growth,http://www.san-group.com,,Tier 2,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,6.956521739130435,0.0,14.77560414269275,,,0,,,,,100000000,500000000,2020,,,4987,69071557
MSD Tiergesundheit DACH,DEU,Unterschleißheim,121,veterinary_pharma,crustdata,"Pharmaceutical Manufacturing / Seit über 130 Jahren erforscht und entwickelt MSD Medikamente, Impfstoffe, Biolo",7.079646017699115% growth,https://www.msd-tiergesundheit.de/,,Tier 2,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,7.079646017699115,2.5423728813559325,0.0,,,0,,,,,20000000,50000000,,,,3528,88283226
Sarepta Therapeutics DACH,US HQ; CH,Zürich CH affiliate,~120 EU,specialty_orphan,research,"Duchenne muscular dystrophy (Exondys, Vyondys, Amondys, Elevidys gene therapy)",DACH = commercial; group owns gene therapy mfg US,https://www.sarepta.com/,,Excluded,5,industry=2/3 capability=2/2 size=1/2 trigger=0/2,non_target_country,,,,,,,,,,,,,,,,,
Minitube International,DEU,Tiefenbach,114,veterinary_pharma,crustdata,Biotechnology Research / Minitube International is the world’s leading system supplier for reproduction t,2.7027027027027026% growth,https://linktr.ee/minitubeinternational,,Tier 2,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,2.7027027027027026,0.0,25.33101801606251,,,0,,,,,50000000,100000000,,,,5774,3532871
Sanity Group,DEU,Berlin,111,medical_cannabis,crustdata+research+research,"Pharmaceutical Manufacturing / Sanity Group, a Berlin based cannabis company, is dedicated to the medicinal and",Frankfurt logistics/processing facility w/ lab; Organigram strategic transaction Feb-26 finance growth,https://sanitygroup.com/,,Tier 2,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,32.142857142857146,2.7777777777777777,22.42895805142084,convertible_note,2024-06-25,134581757,,,,,10000000,20000000,2018,acquired,,10857,14008149
APONTIS PHARMA Deutschland GmbH & Co. KG,DEU,Monheim,102,specialty_orphan,crustdata,Pharmaceutical Manufacturing / APONTIS PHARMA (previously UCB Innere Medizin) is a German pharmaceutical compan,12.087912087912088% growth,www.apontis-pharma.de,,Tier 2,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,12.087912087912088,4.081632653061225,56.244302643573384,,,0,,,,,10000000,20000000,2018,,,1714,14055545
Tilray (Aphria RX),DEU,Neumünster (near Schenefeld),~100,medical_cannabis,research,"Cultivation + GMP extraction, oils, flower packaging",First MedCanG license Jul-2024; 31-strain expansion + premium craft cannabis production expansion announced Sep-2025,https://ir.tilray.com/news-releases/news-release-details/tilray-receives-first-new-cannabis-cultivation-license-germany ; https://www.globenewswire.com/news-release/2025/9/30/3158430/0/en/Tilray-…html,,Tier 2,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,,,,,,,,,,,,,,,,,
Immundiagnostik AG,DEU,Bensheim,94,cdmo_classic,crustdata,"Biotechnology Research / Immundiagnostik – Closing the Gaps in Laboratory DiagnosticsImmundiagnostik AG, ",11.904761904761903% growth,http://www.immundiagnostik.com,,Tier 2,5,industry=3/3 capability=1/2 size=0/2 trigger=1/2,,11.904761904761903,3.296703296703297,16.410898841215158,grant,2015-06-01,54634,,,,,10000000,20000000,1986,,,3717,2294354
Biofrontera Group,DEU,Leverkusen,93,specialty_orphan,crustdata+research,Pharmaceutical Manufacturing / Biofrontera AG is a biopharmaceutical company specializing in the development an,-2.1052631578947367% growth,http://biofrontera.com/,,Tier 2,5,industry=2/3 capability=2/2 size=0/2 trigger=1/2,,-2.1052631578947367,-1.0638297872340425,16.256880733944953,post_ipo_equity,2024-02-20,31000000,,,,,20000000,50000000,1997,,2006-10-30,3168,9121801
ChemCon GmbH,DEU,Freiburg,92,oncology_hpapi,crustdata,chemical manufacturing / ChemCon GmbH - Your Good Manufacturing Partner!ChemCon is a contract development,,http://www.chemcon.com,"cytostatika_hpapi,oncology_general",Tier 2,5,industry=3/3 capability=2/2 size=0/2 trigger=0/2,,13.580246913580247,1.098901098901099,24.66216216216216,,,0,,,,,10000000,20000000,1997,,,2583,1079535
